City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Coquimbo,CL,-29.9533,-71.3436,57.38,80,2,3.04,clear sky
351,Dongsheng,CN,39.8161,109.9776,44.11,44,43,8.08,scattered clouds
352,Half Moon Bay,US,37.4636,-122.4286,68.88,61,0,17.27,clear sky
353,Obo,CF,5.3998,26.4869,69.55,87,100,4.38,overcast clouds
354,Den Helder,NL,52.9599,4.7593,48.02,79,100,10.36,overcast clouds
355,Hervey Bay,AU,-25.2986,152.8535,74.23,62,22,16.55,few clouds
356,Alaverdi,AM,41.0977,44.6732,39.9,84,14,1.21,few clouds
357,Rio Branco,BR,-9.9747,-67.81,75.81,94,40,1.14,scattered clouds
358,Rabat,MA,33.9911,-6.8401,64.04,93,20,6.91,few clouds
359,Portland,US,45.5234,-122.6762,55.53,42,20,5.01,few clouds
360,Dangriga,BZ,16.9692,-88.2321,79.57,86,98,12.15,overcast clouds
361,Chivay,PE,-15.6383,-71.6011,47.8,41,8,3.78,clear sky
362,Bokhan,RU,53.153,103.7714,42.69,65,100,8.59,overcast clouds
363,Tasiilaq,GL,65.6145,-37.6368,35.76,98,100,12.17,moderate rain
364,Kualakapuas,ID,-3.0091,114.3876,78.94,92,95,2.3,moderate rain
365,Manoel Urbano,BR,-8.8389,-69.2597,72.64,99,74,1.77,broken clouds
366,Laguna,US,38.421,-121.4238,71.92,37,0,11.5,clear sky
367,Changli,CN,39.7042,119.1506,60.17,14,0,9.37,clear sky
368,Svetlyy,RU,54.675,20.1347,39.25,83,7,14.85,clear sky
369,Kiunga,PG,-6.1219,141.2906,85.78,65,100,2.53,overcast clouds
370,Karratha,AU,-20.7377,116.8463,89.73,48,25,7.7,scattered clouds
371,Khandyga,RU,62.6667,135.6,21.54,75,23,3.96,few clouds
372,Victor Harbor,AU,-35.5667,138.6167,73.17,54,11,5.64,few clouds
373,San Patricio,US,28.017,-97.5169,79.54,81,20,13.4,few clouds
374,La Ronge,CA,55.1001,-105.2842,30.45,24,75,4.61,broken clouds
375,Mount Isa,AU,-20.7333,139.5,87.57,29,0,10.36,clear sky
376,Repalle,IN,16.0167,80.85,82.08,83,47,3.49,scattered clouds
377,Ostrovnoy,RU,68.0531,39.5131,15.12,95,74,8.72,broken clouds
378,Ramhormoz,IR,31.28,49.6035,72.39,50,21,3.8,light rain
379,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,45,40,4.47,scattered clouds
380,Vysokogornyy,RU,50.1167,139.15,34.99,66,100,5.57,overcast clouds
381,Bengkulu,ID,-3.8004,102.2655,78.44,84,100,3.04,overcast clouds
382,Olga,RU,43.7444,135.2892,50.13,49,10,6.82,clear sky
383,Kloulklubed,PW,7.0419,134.2556,82.9,76,54,7.65,broken clouds
384,Hambantota,LK,6.1241,81.1185,77.34,100,20,0.0,few clouds
385,Gornyy,RU,55.1153,83.9059,40.69,70,12,5.68,few clouds
386,Margate,GB,51.3813,1.3862,49.3,88,0,1.01,clear sky
387,Lydenburg,ZA,-25.0978,30.4597,56.95,95,25,5.57,light rain
388,Fort Nelson,CA,58.8053,-122.7002,40.59,22,20,5.75,few clouds
389,Pietarsaari,FI,63.65,22.6833,26.01,85,100,3.42,overcast clouds
390,Sao Filipe,CV,14.8961,-24.4956,70.75,77,5,7.0,clear sky
391,Bairiki,KI,1.3292,172.9752,84.2,79,20,5.75,few clouds
392,Rakaia,NZ,-43.75,172.0167,71.29,40,65,17.58,broken clouds
393,Kyaukse,MM,21.6,96.1333,82.4,69,20,3.44,few clouds
394,Kudahuvadhoo,MV,2.6708,72.8944,83.39,72,77,3.78,broken clouds
395,Natchitoches,US,31.7668,-93.1335,77.85,88,100,4.61,overcast clouds
396,Rio Gallegos,AR,-51.6226,-69.2181,46.45,71,0,17.27,clear sky
397,Mar Del Plata,AR,-38.0023,-57.5575,60.1,86,0,15.99,clear sky
398,Lodingen,NO,68.414,15.9951,39.15,70,97,10.11,overcast clouds
399,Viedma,AR,-40.8135,-62.9967,64.17,47,0,16.4,clear sky
400,Gladstone,AU,-23.85,151.25,78.78,44,0,12.66,clear sky
401,Findlay,US,41.0442,-83.6499,63.25,47,100,23.02,overcast clouds
402,Gazojak,TM,41.1875,61.4036,64.09,37,100,25.32,overcast clouds
403,San Jose,US,37.3394,-121.895,68.85,49,40,16.11,scattered clouds
404,Fereydun Kenar,IR,36.6864,52.5225,52.99,77,0,10.33,clear sky
405,Byron Bay,AU,-28.65,153.6167,71.94,76,76,9.95,broken clouds
406,Ouricuri,BR,-7.8825,-40.0817,79.14,59,89,2.39,overcast clouds
407,Waipawa,NZ,-41.4122,175.5153,63.12,61,0,18.72,clear sky
408,Linxia,CN,35.6003,103.2064,42.62,66,100,2.82,overcast clouds
409,Namibe,AO,-15.1961,12.1522,70.81,79,14,4.45,few clouds
410,Vitre,FR,48.1178,-1.2058,53.42,83,82,6.6,broken clouds
411,Tabuk,PH,17.4189,121.4443,76.3,81,100,5.48,overcast clouds
412,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.56,84,98,4.09,overcast clouds
413,Isabela,PH,6.7085,121.9711,86.05,69,78,2.51,broken clouds
414,Andreapol,RU,56.6513,32.2664,32.49,91,100,9.22,overcast clouds
415,Rio Grande,BR,-32.035,-52.0986,65.35,57,97,9.73,overcast clouds
416,Shirvan,AZ,39.9509,48.8994,46.24,73,100,3.04,overcast clouds
417,Mitsamiouli,KM,-11.3847,43.2844,81.9,79,18,9.66,light rain
418,Olinda,BR,-8.0089,-34.8553,83.93,74,20,6.91,few clouds
419,Porto Novo,BJ,6.4965,2.6036,84.02,82,100,6.02,overcast clouds
420,Cairns,AU,-16.9167,145.7667,83.1,61,100,10.36,overcast clouds
421,Chara,RU,56.9064,118.2631,18.45,66,44,1.16,scattered clouds
422,Porosozero,RU,62.7191,32.727,22.75,93,21,4.72,few clouds
423,Nanortalik,GL,60.1432,-45.2371,26.38,79,98,12.86,overcast clouds
424,Belturbet,IE,54.1,-7.45,44.06,94,97,2.15,overcast clouds
425,Yar-Sale,RU,66.8333,70.8333,17.31,87,100,9.78,overcast clouds
426,Roald,NO,62.5833,6.1333,44.1,100,99,6.91,overcast clouds
427,Santa Cruz De Tenerife,ES,28.4682,-16.2546,70.72,60,0,8.05,clear sky
428,Mandalgovi,MN,45.7625,106.2708,37.11,39,5,0.92,clear sky
429,Alice Springs,AU,-23.7,133.8833,87.35,22,5,13.8,clear sky
430,Padang,ID,-0.9492,100.3543,78.85,78,100,1.7,overcast clouds
431,Mildura,AU,-34.2,142.15,79.07,33,0,8.05,clear sky
432,Manta,EC,-0.95,-80.7333,78.58,78,75,10.36,broken clouds
433,Verkhoyansk,RU,67.5447,133.385,11.46,84,98,3.18,overcast clouds
434,Beyneu,KZ,45.3167,55.2,51.67,50,100,6.64,overcast clouds
435,Muroto,JP,33.2833,134.15,57.81,53,93,11.83,overcast clouds
436,Hirado,JP,33.3597,129.5531,57.38,61,100,24.29,overcast clouds
437,Vilyuysk,RU,63.7553,121.6247,17.94,86,99,7.43,overcast clouds
438,Urumqi,CN,43.801,87.6005,38.35,22,0,2.24,clear sky
439,Ambanja,MG,-13.6833,48.45,73.81,89,7,3.91,clear sky
440,Crossville,US,35.949,-85.0269,65.05,36,0,5.75,clear sky
441,Juneau,US,58.3019,-134.4197,46.4,25,20,6.91,few clouds
442,Banjar,ID,-8.19,114.9675,85.28,70,89,1.25,overcast clouds
443,Neiafu,TO,-18.65,-173.9833,86.68,74,75,8.05,broken clouds
444,Chumikan,RU,54.7183,135.315,28.74,95,100,18.95,snow
445,Areia Branca,BR,-4.9561,-37.1369,79.81,84,77,11.07,broken clouds
446,Nabire,ID,-3.3667,135.4833,85.86,67,56,3.0,broken clouds
447,Durg,IN,21.1833,81.2833,80.78,35,89,10.85,overcast clouds
448,Clarence Town,AU,-32.5833,151.7833,76.14,61,100,1.41,overcast clouds
449,Wanlaweyn,SO,2.6185,44.8938,79.43,79,100,4.21,overcast clouds
450,Caluquembe,AO,-13.7833,14.6833,60.49,91,100,1.48,overcast clouds
451,Wanning,CN,18.8003,110.3967,78.85,80,76,9.62,broken clouds
452,Malaya,PH,14.3971,121.3385,86.0,71,53,5.12,broken clouds
453,Yuancheng,CN,36.652,107.7896,38.59,82,100,12.44,light rain
454,Pocoes,BR,-14.5297,-40.3653,68.29,96,100,6.91,moderate rain
455,Saint-Joseph,RE,-21.3667,55.6167,71.2,82,24,13.8,light rain
456,Arcachon,FR,44.5875,-1.0519,53.92,94,100,4.61,fog
457,Thinadhoo,MV,0.5333,72.9333,82.58,72,13,3.29,few clouds
458,Garoua,CM,9.3,13.4,83.97,49,97,1.97,overcast clouds
459,Rennes,FR,48.1667,-1.6667,48.58,100,69,4.61,mist
460,Shenjiamen,CN,29.9576,122.298,55.58,56,100,15.28,overcast clouds
461,Cabra,ES,37.4725,-4.4421,57.31,69,2,3.09,clear sky
462,Copiapo,CL,-27.3667,-70.3333,58.91,74,0,1.3,clear sky
463,Ahipara,NZ,-35.1667,173.1667,70.43,59,100,1.59,overcast clouds
464,Altayskoye,RU,51.9533,85.3325,48.18,61,0,5.1,clear sky
465,Pangnirtung,CA,66.1451,-65.7125,-4.02,88,4,5.73,clear sky
466,Birin,NP,26.8865,88.0718,64.87,35,7,3.94,clear sky
467,Viseu,PT,40.661,-7.9097,53.33,89,9,1.95,clear sky
468,Iqaluit,CA,63.7506,-68.5145,2.93,78,20,12.66,few clouds
469,Waingapu,ID,-9.6567,120.2641,84.85,73,33,6.26,scattered clouds
470,Senador Jose Porfirio,BR,-2.5908,-51.9542,74.5,96,86,3.44,moderate rain
471,Vanavara,RU,60.34,102.2797,37.27,94,100,4.21,overcast clouds
472,Samarai,PG,-10.6167,150.6667,83.37,72,100,8.48,moderate rain
473,Mabaruma,GY,8.2,-59.7833,74.88,85,83,4.43,broken clouds
474,Gidam,IN,18.9833,81.4,77.07,62,63,2.1,broken clouds
475,Bismarck,US,46.8083,-100.7837,21.65,81,0,17.27,clear sky
476,Vao,NC,-22.6667,167.4833,75.54,80,90,4.5,overcast clouds
477,Pemangkat,ID,1.1667,108.9667,81.64,79,74,4.0,broken clouds
478,Salur,IN,18.5333,83.2167,83.59,56,76,1.68,broken clouds
479,Yashan,CN,22.1975,109.9419,73.2,83,100,8.95,overcast clouds
480,Anandnagar,IN,27.1,83.2833,81.39,14,0,5.59,clear sky
481,Camana,PE,-16.6228,-72.7111,67.66,82,85,10.0,overcast clouds
482,Sitka,US,57.0531,-135.33,46.29,57,0,17.27,clear sky
483,Mezen,RU,65.8522,44.24,24.98,96,98,4.9,overcast clouds
484,Vrangel,RU,42.7297,133.0839,44.73,70,0,5.23,clear sky
485,Tompa,HU,46.2061,19.5391,50.36,83,92,11.92,overcast clouds
486,Manbij,SY,36.5281,37.9549,52.92,48,3,10.22,clear sky
487,Duki,PK,30.1541,68.5728,67.05,9,0,4.59,clear sky
488,Lata,PT,40.1629,-8.3327,51.87,90,100,1.52,overcast clouds
489,Lamar,US,33.6668,-95.5836,75.36,78,75,9.22,broken clouds
490,Meulaboh,ID,4.1363,96.1285,78.62,85,82,3.47,broken clouds
491,Narsaq,GL,60.9167,-46.05,30.42,76,93,1.19,overcast clouds
492,Matay,EG,28.419,30.7792,64.09,39,6,9.42,clear sky
493,Fairbanks,US,64.8378,-147.7164,36.3,35,0,19.57,clear sky
494,Weligama,LK,5.9667,80.4167,79.14,83,35,1.21,scattered clouds
495,Honiara,SB,-9.4333,159.95,84.87,68,100,3.67,overcast clouds
496,Cam Ranh,VN,11.9214,109.1591,82.36,78,40,5.75,scattered clouds
497,Karabanovo,RU,56.3167,38.7,34.48,97,100,10.27,light snow
498,Sainte-Maxime,FR,43.3,6.6333,65.19,56,0,4.5,clear sky
499,Conceicao Da Barra,BR,-18.5933,-39.7322,74.84,68,91,11.03,overcast clouds
500,Marshall,US,34.3834,-86.3333,71.65,30,0,4.61,clear sky
501,Pilar,BR,-9.5972,-35.9567,76.93,86,58,8.05,broken clouds
502,Nemuro,JP,43.3236,145.575,33.67,86,100,18.39,overcast clouds
503,Coihaique,CL,-45.5752,-72.0662,52.41,76,40,3.44,scattered clouds
504,Kokopo,PG,-4.352,152.2633,84.4,67,62,4.94,broken clouds
505,Bayangol,RU,50.6977,103.4656,35.67,41,100,1.5,overcast clouds
506,Xapuri,BR,-10.6517,-68.5044,76.41,75,100,2.33,overcast clouds
507,Edson,CA,53.5835,-116.4356,28.54,54,75,9.22,broken clouds
508,Faya,SA,18.3851,42.4509,68.11,45,17,4.29,few clouds
509,Sioux Lookout,CA,50.1001,-91.917,19.47,73,100,12.66,overcast clouds
510,Altay,CN,47.8667,88.1167,39.18,33,0,5.91,clear sky
511,Mahajanga,MG,-15.7167,46.3167,73.42,88,20,3.44,few clouds
512,Mumford,GH,5.2618,-0.759,80.19,83,100,6.49,light rain
513,Batemans Bay,AU,-35.7167,150.1833,68.09,50,100,2.39,overcast clouds
514,Agudos,BR,-22.4692,-48.9875,64.65,74,0,10.36,clear sky
515,Eregli,TR,37.5133,34.0467,47.12,59,0,3.18,clear sky
516,Axim,GH,4.8699,-2.2405,78.94,86,90,6.44,light rain
517,Hirara,JP,24.8,125.2833,70.07,73,75,17.27,broken clouds
518,Codrington,AU,-38.2667,141.9667,71.24,55,12,2.21,few clouds
519,Setermoen,NO,68.861,18.3486,30.43,75,100,7.18,overcast clouds
520,Mianyang,CN,31.4593,104.7542,51.06,73,100,4.16,overcast clouds
521,Scottsboro,US,34.6723,-86.0341,72.39,42,20,0.0,few clouds
522,Qaqortoq,GL,60.7167,-46.0333,24.93,78,85,3.6,overcast clouds
523,Saint Anthony,US,45.0205,-93.218,30.92,62,100,16.11,overcast clouds
524,Pokhara,NP,28.2333,83.9833,72.48,22,0,6.64,clear sky
525,Salinopolis,BR,-0.6136,-47.3561,78.19,87,100,7.85,light rain
526,Channel-Port Aux Basques,CA,47.5702,-59.1367,37.15,95,100,24.61,overcast clouds
527,Cotonou,BJ,6.3654,2.4183,84.18,74,40,6.91,scattered clouds
528,Pevek,RU,69.7008,170.3133,19.04,85,62,3.24,broken clouds
529,Clyde River,CA,70.4692,-68.5914,-14.57,76,0,11.5,clear sky
530,Sun Valley,US,39.5963,-119.776,58.24,39,40,24.16,scattered clouds
531,Haputale,LK,6.7681,80.9595,62.42,90,90,3.2,overcast clouds
532,Tiznit,MA,29.5833,-9.5,71.91,30,96,4.32,overcast clouds
533,Ugoofaaru,MV,5.6667,73.0,84.33,70,100,7.9,overcast clouds
534,Ixtapa,MX,20.7,-105.2,75.22,80,100,4.0,overcast clouds
535,South Valley,US,35.0101,-106.6781,77.18,7,40,20.71,scattered clouds
536,Bud,US,39.447,-86.1758,59.02,50,100,13.6,overcast clouds
537,Vyartsilya,RU,62.1764,30.693,25.83,92,6,5.46,clear sky
538,Ergani,TR,38.2653,39.7621,45.16,64,0,6.98,clear sky
539,Snasa,NO,64.2457,12.3778,33.6,90,90,3.58,overcast clouds
540,Kaabong,UG,3.4836,34.1492,62.76,96,100,3.58,heavy intensity rain
541,Nchelenge,ZM,-9.3451,28.734,69.57,88,100,1.61,moderate rain
542,Ust-Koksa,RU,50.2696,85.6108,39.27,54,0,1.92,clear sky
543,Synya,RU,65.3718,58.0387,19.99,93,100,8.32,overcast clouds
544,Piacabucu,BR,-10.4056,-36.4344,81.32,78,49,13.85,scattered clouds
545,Angoche,MZ,-16.2325,39.9086,78.82,83,4,3.58,clear sky
546,Bandundu,CD,-3.3167,17.3667,69.17,96,99,2.21,overcast clouds
547,Jijiang,CN,29.2906,106.2542,56.5,90,100,4.56,overcast clouds
548,Palmares Do Sul,BR,-30.2578,-50.5097,64.65,62,100,6.06,overcast clouds
549,Sungaipenuh,ID,-2.0833,101.3833,67.69,88,100,1.5,overcast clouds
550,Vredendal,ZA,-31.6683,18.5012,58.05,49,0,8.86,clear sky
551,Xiongyue,CN,40.1774,122.1228,52.47,43,0,7.52,clear sky
552,Estelle,US,29.8458,-90.1067,77.0,74,6,3.0,clear sky
553,Broken Hill,AU,-31.95,141.4333,74.91,33,0,10.36,clear sky
554,Henties Bay,NA,-22.116,14.2845,58.71,87,0,6.98,clear sky
555,Tuxpan,MX,19.55,-103.4,74.97,42,98,4.76,overcast clouds
556,Vuktyl,RU,63.8567,57.3094,23.4,87,100,12.33,overcast clouds
557,Prince Rupert,CA,54.3161,-130.3201,46.49,36,0,13.8,clear sky
558,Tra Vinh,VN,9.9347,106.3453,82.51,78,96,5.23,overcast clouds
559,Mocajuba,BR,-2.5842,-49.5072,73.74,98,100,2.66,overcast clouds
560,Constitucion,CL,-35.3333,-72.4167,50.72,91,0,8.01,clear sky
561,Garni,AM,40.1221,44.7312,36.27,64,100,5.73,overcast clouds
562,Auray,FR,47.6703,-2.9918,55.74,86,26,7.78,scattered clouds
563,Multai,IN,21.7667,78.25,77.86,20,3,9.82,clear sky
564,Tazovskiy,RU,67.4667,78.7,17.87,93,100,5.59,overcast clouds
565,Sola,VU,-13.8833,167.55,84.87,79,75,0.0,broken clouds
566,Pasni,PK,25.2631,63.471,79.14,87,4,7.61,clear sky
567,Erdenet,MN,49.0333,104.0833,37.83,48,21,4.61,few clouds
568,Oum Hadjer,TD,13.2954,19.6966,84.07,37,8,5.82,clear sky
569,Ngunguru,NZ,-35.6167,174.5,64.99,81,100,4.54,overcast clouds
570,Jasper,US,37.2001,-94.3502,64.87,66,40,10.36,scattered clouds
571,Borgarnes,IS,64.5383,-21.9206,46.45,74,81,10.36,broken clouds
572,Nirmali,IN,26.3167,86.5833,79.52,40,4,8.34,clear sky
573,Freeport,US,40.6576,-73.5832,63.41,57,0,26.46,clear sky
574,Lar,IN,26.2039,83.9717,84.52,13,76,6.02,broken clouds
575,Beidao,CN,34.5686,105.8933,44.15,74,100,3.06,light rain
576,Port-Cartier,CA,50.0334,-66.8654,35.82,97,100,0.83,overcast clouds
577,Kamenka,RU,51.3223,42.7678,43.68,74,89,6.55,overcast clouds
578,Isangel,VU,-19.55,169.2667,87.91,74,40,4.61,scattered clouds
579,Garissa,KE,-0.4536,39.6401,79.41,80,100,12.15,overcast clouds
580,Bilma,NE,18.6853,12.9164,84.51,6,100,11.12,overcast clouds
581,Ust-Nera,RU,64.5667,143.2,16.11,82,90,4.05,overcast clouds
582,Ushibuka,JP,32.1906,130.0228,56.57,57,90,22.03,overcast clouds
583,Agapovka,RU,53.2973,59.1348,40.21,79,100,12.68,overcast clouds
584,Larap,PH,14.299,122.6504,83.91,66,55,5.14,broken clouds
585,Vestmanna,FO,62.1564,-7.1664,45.52,100,100,9.22,overcast clouds
586,Andenes,NO,69.3143,16.1194,35.58,80,100,11.5,overcast clouds
587,Manoharpur,IN,27.3,75.95,77.07,16,0,5.21,clear sky
588,Tayu,ID,-6.5397,111.0518,82.4,74,100,4.72,overcast clouds
589,Nizwa,OM,22.9333,57.5333,79.59,22,100,1.52,overcast clouds
590,Ternate,ID,0.8,127.4,84.33,71,92,4.7,overcast clouds
591,Huarmey,PE,-10.0681,-78.1522,67.64,84,71,12.86,broken clouds
592,Canoinhas,BR,-26.1772,-50.39,48.56,81,0,1.66,clear sky
593,Choix,MX,26.7092,-108.3219,86.25,12,100,8.03,overcast clouds
594,The Valley,AI,18.217,-63.0578,78.66,76,2,22.68,clear sky
595,Sambava,MG,-14.2667,50.1667,77.0,87,82,11.36,moderate rain
596,Redondela,ES,42.2834,-8.6096,58.19,78,0,2.3,clear sky
597,Hobyo,SO,5.3505,48.5268,81.34,76,98,9.26,overcast clouds
598,Stepnyak,KZ,52.8339,70.7803,51.82,45,30,11.7,scattered clouds
599,Esil,KZ,51.9556,66.4042,50.59,68,100,8.23,overcast clouds
600,Teya,RU,60.3778,92.6267,36.01,99,100,3.06,overcast clouds
601,Springdale,US,36.1867,-94.1288,73.13,66,100,5.75,overcast clouds
602,Szentgotthard,HU,46.9526,16.2736,47.59,82,21,10.92,few clouds
603,Kjollefjord,NO,70.9457,27.3465,37.45,96,100,21.03,light rain
604,Kunashak,RU,55.7032,61.5498,48.72,81,96,14.83,overcast clouds
605,Beringovskiy,RU,63.05,179.3167,32.27,97,100,22.86,light snow
606,Corner Brook,CA,48.9667,-57.9484,41.16,75,100,8.37,overcast clouds
607,Along,IN,28.1667,94.7667,66.22,96,100,1.14,overcast clouds
608,Mastic Beach,US,40.7668,-72.8521,56.77,64,0,23.0,clear sky
609,Rawson,AR,-43.3002,-65.1023,64.13,55,1,13.06,clear sky
610,Wattegama,LK,6.7989,81.4808,75.33,91,21,3.42,few clouds
611,Mount Gambier,AU,-37.8333,140.7667,60.71,100,100,4.61,overcast clouds
612,Seymchan,RU,62.8833,152.4333,16.43,68,87,3.18,overcast clouds
613,Mkushi,ZM,-13.6202,29.3939,63.91,97,100,4.36,light rain
614,Cururupu,BR,-1.8283,-44.8683,74.71,97,100,2.06,overcast clouds
615,Prachuap Khiri Khan,TH,12.2167,99.75,83.7,65,11,4.29,few clouds
616,Iquique,CL,-20.2208,-70.1431,63.27,75,59,4.54,broken clouds
617,Pouembout,NC,-21.1333,164.9,80.4,69,38,9.64,scattered clouds
618,Norton Shores,US,43.1689,-86.2639,41.99,60,40,8.99,scattered clouds
619,Vilhena,BR,-12.7406,-60.1458,70.03,92,100,2.48,overcast clouds
620,Matara,LK,5.9485,80.5353,78.82,84,34,1.95,scattered clouds
621,Naze,JP,28.3667,129.4833,65.32,61,30,20.69,scattered clouds
622,Labuhan,ID,-6.8844,112.2051,81.99,76,78,4.94,broken clouds
623,Micheweni,TZ,-4.9667,39.8333,78.89,86,100,7.85,moderate rain
624,Gryazi,RU,52.4966,39.9359,46.45,70,100,5.75,overcast clouds
625,Puerto Escondido,MX,15.85,-97.0667,82.44,73,9,5.26,clear sky
626,Hakui,JP,36.8833,136.7833,52.23,61,10,11.21,clear sky
627,Presidente Epitacio,BR,-21.7633,-52.1156,63.81,70,0,6.33,clear sky
628,Mecca,SA,21.4267,39.8261,80.11,34,0,3.8,clear sky
629,Pocinhos,BR,-7.0767,-36.0611,73.69,96,86,7.58,light rain
630,Sabang,ID,5.8933,95.3214,82.85,71,100,0.76,overcast clouds
631,Tucuman,AR,-26.8241,-65.2226,60.8,88,0,2.3,clear sky
632,Falun,SE,60.6036,15.626,30.61,88,100,1.1,overcast clouds
633,Bowen,AU,-20.0167,148.2333,80.1,58,3,13.53,clear sky
634,Jalu,LY,29.0331,21.5482,76.32,14,94,30.31,overcast clouds
635,Dayong,CN,25.0209,118.2898,66.52,41,66,8.1,broken clouds
636,Bajil,YE,15.0584,43.2851,82.76,39,0,5.08,clear sky
637,Takaka,NZ,-40.85,172.8,66.56,46,0,6.67,clear sky
638,Preston,GB,53.7667,-2.7167,52.32,90,26,3.89,scattered clouds
639,Guapore,BR,-28.8456,-51.8903,50.34,98,29,2.1,scattered clouds
640,San Quintin,MX,30.4833,-115.95,61.74,74,91,13.42,overcast clouds
641,Kurilsk,RU,45.2333,147.8833,31.5,83,100,9.26,overcast clouds
642,Tukrah,LY,32.5341,20.5791,69.44,42,84,10.16,broken clouds
643,Sokolow Podlaski,PL,52.4068,22.2531,38.89,93,100,15.59,overcast clouds
644,Jinchang,CN,38.4953,102.1739,46.98,51,99,12.46,overcast clouds
645,Jawar,IN,23.0,76.5,78.13,33,0,9.44,clear sky
646,Rovnoye,RU,50.7765,46.0509,43.95,73,92,4.5,overcast clouds
647,Abilene,US,32.4487,-99.7331,93.42,15,0,9.22,clear sky
648,Dicabisagan,PH,17.0818,122.4157,79.29,79,50,6.29,scattered clouds
649,Roebourne,AU,-20.7833,117.1333,90.79,38,12,11.27,few clouds
650,Tigil,RU,57.8,158.6667,29.25,89,100,12.68,light snow
651,Awjilah,LY,29.1081,21.2869,76.82,14,100,29.91,overcast clouds
652,Meridian,US,43.6121,-116.3915,50.16,33,0,8.05,clear sky
653,Zhangye,CN,38.9342,100.4517,46.54,39,100,19.89,overcast clouds
654,Bossangoa,CF,6.4926,17.4552,73.18,79,11,4.21,few clouds
655,Bozeman,US,45.6796,-111.0386,34.29,44,40,9.22,scattered clouds
656,Puerto El Triunfo,SV,13.2833,-88.55,83.34,73,100,9.44,overcast clouds
657,Dali,CN,25.7,100.1833,61.47,66,0,4.43,clear sky
658,Ossora,RU,59.2353,163.0719,30.0,65,79,4.97,broken clouds
659,Dzerzhinskoye,RU,56.8344,95.2283,42.8,75,99,3.49,overcast clouds
660,Liepaja,LV,56.5419,21.0367,33.78,100,0,4.61,clear sky
661,Bontang,ID,0.1333,117.5,81.03,84,100,4.54,moderate rain
662,Itarema,BR,-2.9248,-39.9167,77.97,84,64,4.72,broken clouds
663,Shakhtinsk,KZ,49.71,72.5872,50.45,33,6,8.41,clear sky
664,Farah,AF,32.5,62.5,73.54,11,100,3.98,overcast clouds
665,Merauke,ID,-8.4667,140.3333,83.3,76,87,11.39,overcast clouds
666,Hollister,US,36.8525,-121.4016,67.39,50,0,24.16,clear sky
667,Puerto Maldonado,PE,-12.6,-69.1833,70.2,94,0,0.0,clear sky
668,Natal,BR,-5.795,-35.2094,82.62,89,20,8.05,few clouds
669,Naron,ES,43.5167,-8.1528,56.01,91,0,2.21,clear sky
670,Basco,PH,20.4487,121.9702,76.64,75,73,22.15,broken clouds
671,Ouallam,NE,14.3188,2.0866,83.34,52,99,12.71,overcast clouds
672,Lae,PG,-6.7221,146.9847,84.87,64,24,4.81,few clouds
673,Xuzhou,CN,34.1805,117.1571,56.44,26,100,5.57,overcast clouds
674,Ancud,CL,-41.8697,-73.8203,55.22,91,28,4.09,scattered clouds
675,Kununurra,AU,-15.7667,128.7333,87.78,70,85,2.3,overcast clouds
676,Kaeo,NZ,-35.1,173.7833,71.33,79,94,7.96,overcast clouds
677,Borovskoy,KZ,53.8,64.15,47.71,64,88,12.33,overcast clouds
678,Tsabong,BW,-26.0217,22.401,67.3,38,100,8.59,overcast clouds
679,Moundou,TD,8.5667,16.0833,82.53,50,74,2.68,broken clouds
680,Kenitra,MA,34.261,-6.5802,61.56,50,0,10.04,clear sky
681,Amapa,BR,1.0,-52.0,71.78,99,100,1.77,overcast clouds
682,Beloha,MG,-25.1667,45.05,75.61,72,73,3.15,broken clouds
683,High Level,CA,58.5169,-117.136,35.71,41,75,5.75,broken clouds
684,San Cristobal,VE,7.7669,-72.225,75.38,85,100,2.75,overcast clouds
685,Jaru,BR,-10.4389,-62.4664,73.27,94,97,2.33,overcast clouds
686,Qingdao,CN,36.0986,120.3719,51.4,40,0,6.71,clear sky
687,Los Altos,US,37.3852,-122.1141,69.73,53,0,19.57,clear sky
688,Little Current,CA,45.9793,-81.9248,32.05,79,72,15.95,broken clouds
689,Kuruman,ZA,-27.4524,23.4325,57.99,75,100,7.78,overcast clouds
690,Sisimiut,GL,66.9395,-53.6735,12.06,73,38,10.02,scattered clouds
691,New Amsterdam,GY,6.25,-57.5167,75.97,86,100,4.97,overcast clouds
692,Noshiro,JP,40.2039,140.0242,45.43,59,65,4.34,broken clouds
693,Hovd,MN,48.0056,91.6419,35.64,29,0,5.39,clear sky
694,La Asuncion,VE,11.0333,-63.8628,80.33,83,100,19.57,overcast clouds
695,Dunaharaszti,HU,47.3545,19.0982,52.32,75,0,12.66,clear sky
